Year,Electorate,Party,PVI
1999,Hamilton East,Alliance/Progressive,-0.000656975
1999,Hamilton East,Conservative,0.001984263
1999,Hamilton East,Green,0.001601424
1999,Hamilton East,Labour,-0.041518371
1999,Hamilton East,National,0.032629539
1999,Hamilton East,NZ First,-0.00473257
1999,Hamilton East,Other,-0.005333258
1999,Hamilton East,United,-0.000305985
1999,Hamilton West,ACT,0.003846657
1999,Hamilton West,Alliance/Progressive,0.004659288
1999,Hamilton West,Conservative,0.003191824
1999,Hamilton West,Green,-0.008590074
1999,Hamilton West,Labour,-0.015644757
1999,Hamilton West,National,0.018993752
1999,Hamilton West,NZ First,-0.000324188
1999,Hamilton West,Other,-0.003927137
1999,Hamilton West,United,-0.002205365
1999,Hauraki-Waikato,ACT,-0.061468896
1999,Hauraki-Waikato,Alliance/Progressive,-0.017262914
1999,Hauraki-Waikato,Conservative,-0.020617137
1999,Hauraki-Waikato,Green,-0.001803506
1999,Hauraki-Waikato,Labour,0.151428114
1999,Hauraki-Waikato,National,-0.253075361
1999,Hauraki-Waikato,NZ First,0.089154291
1999,Hauraki-Waikato,Other,0.118551433
1999,Hauraki-Waikato,United,-0.004906025
1999,Henderson,ACT,-0.010256164
1999,Henderson,Alliance/Progressive,0.008960148
1999,Henderson,Conservative,0.004292045
1999,Henderson,Green,-0.015591475
1999,Henderson,Labour,0.070672507
1999,Henderson,National,-0.042618571
1999,Henderson,NZ First,-0.009125949
1999,Henderson,Other,-0.005927537
1999,Henderson,United,-0.000405005
1999,Hutt South,ACT,0.001946277
1999,Hutt South,Alliance/Progressive,-0.005742792
1999,Hutt South,Conservative,0.004192025
1999,Hutt South,Green,-0.003389034
1999,Hutt South,Labour,0.005159404
1999,Hutt South,National,0.016493251
1999,Hutt South,NZ First,-0.019127949
1999,Hutt South,Other,-0.006027557
1999,Hutt South,United,0.006496375
1999,Ikaroa-Rāwhiti,ACT,-0.064767566
1999,Ikaroa-Rāwhiti,Alliance/Progressive,-0.015650874
1999,Ikaroa-Rāwhiti,Conservative,-0.013213597
1999,Ikaroa-Rāwhiti,Green,-0.014494916
1999,Ikaroa-Rāwhiti,Labour,0.203640364
1999,Ikaroa-Rāwhiti,National,-0.260866341
1999,Ikaroa-Rāwhiti,NZ First,0.075379191
1999,Ikaroa-Rāwhiti,Other,0.094379633
1999,Ikaroa-Rāwhiti,United,-0.004405895
1999,Ilam,ACT,0.021031934
1999,Ilam,Alliance/Progressive,-0.012256975
1999,Ilam,Conservative,0.001584263
1999,Ilam,Green,-0.009398576
1999,Ilam,Labour,-0.079418371
1999,Ilam,National,0.103129539
1999,Ilam,NZ First,-0.01773257
1999,Ilam,Other,-0.008633258
1999,Ilam,United,0.001694015
1999,Invercargill,ACT,-0.027080872
1999,Invercargill,Alliance/Progressive,0.014315733
1999,Invercargill,Conservative,0.000673676
1999,Invercargill,Green,-0.021007603
1999,Invercargill,Labour,0.025358905
1999,Invercargill,National,0.022032308
1999,Invercargill,NZ First,-0.012141597
1999,Invercargill,Other,0.000735582
1999,Invercargill,United,-0.002506825
1999,Kaikōura,ACT,-0.004668066
1999,Kaikōura,Alliance/Progressive,0.006643025
1999,Kaikōura,Conservative,0.005384263
1999,Kaikōura,Green,0.015001424
1999,Kaikōura,Labour,-0.035718371
1999,Kaikōura,National,0.025429539
1999,Kaikōura,NZ First,-0.00663257
1999,Kaikōura,Other,-0.005833258
1999,Kaikōura,United,0.000394015
1999,Kaipara ki Mahurangi,ACT,0.041031934
1999,Kaipara ki Mahurangi,Alliance/Progressive,-0.021256975
1999,Kaipara ki Mahurangi,Conservative,0.006584263
1999,Kaipara ki Mahurangi,Green,0.018901424
1999,Kaipara ki Mahurangi,Labour,-0.099118371
1999,Kaipara ki Mahurangi,National,0.055229539
1999,Kaipara ki Mahurangi,NZ First,0.00976743
1999,Kaipara ki Mahurangi,Other,-0.009733258
1999,Kaipara ki Mahurangi,United,-0.001405985
1999,Kapiti,ACT,-0.006855484
1999,Kapiti,Alliance/Progressive,-0.000241692
1999,Kapiti,Conservative,0.005292245
1999,Kapiti,Green,-0.002988954
1999,Kapiti,Labour,-0.026446917
1999,Kapiti,National,0.047799513
1999,Kapiti,NZ First,-0.011826489
1999,Kapiti,Other,-0.008928137
1999,Kapiti,United,0.004195915
1999,Kenepuru,ACT,-0.015062596
1999,Kenepuru,Alliance/Progressive,-0.007050014
1999,Kenepuru,Conservative,0.002888013
1999,Kenepuru,Green,-0.014994966
1999,Kenepuru,Labour,0.051425143
1999,Kenepuru,National,-0.007440998
1999,Kenepuru,NZ First,-0.02043039
1999,Kenepuru,Other,-0.003930198
1999,Kenepuru,United,0.014596005
1999,Māngere,ACT,-0.049070136
1999,Māngere,Alliance/Progressive,0.003435016
1999,Māngere,Conservative,-0.012017997
1999,Māngere,Green,-0.027000986
1999,Māngere,Labour,0.289214335
1999,Māngere,National,-0.19348132
1999,Māngere,NZ First,-0.01433536
1999,Māngere,Other,0.006562632
1999,Māngere,United,-0.003306185
1999,Manurewa,ACT,-0.026668066
1999,Manurewa,Alliance/Progressive,-0.005756975
1999,Manurewa,Conservative,-0.000415737
1999,Manurewa,Green,-0.017098576
1999,Manurewa,Labour,0.138881629
1999,Manurewa,National,-0.081170461
1999,Manurewa,NZ First,-0.00523257
1999,Manurewa,Other,6.6742E-05
1999,Manurewa,United,-0.002605985
1999,Maungakiekie,ACT,0.011548197
1999,Maungakiekie,Alliance/Progressive,-0.013444333
1999,Maungakiekie,Conservative,-0.007810376
1999,Maungakiekie,Green,-0.007489854
1999,Maungakiekie,Labour,0.047767926
1999,Maungakiekie,National,-0.01071219
1999,Maungakiekie,NZ First,-0.012526629
1999,Maungakiekie,Other,-0.008227997
1999,Maungakiekie,United,0.000895255
1999,Mt Albert,ACT,0.000724885
1999,Mt Albert,Alliance/Progressive,-0.008663774
1999,Mt Albert,Conservative,-0.009518247
1999,Mt Albert,Green,0.019094405
1999,Mt Albert,Labour,0.087434513
1999,Mt Albert,National,-0.058994769
1999,Mt Albert,NZ First,-0.0199348
1999,Mt Albert,Other,-0.010435668
1999,Mt Albert,United,0.000293455
1999,Mt Maunganui,ACT,-0.011073935
1999,Mt Maunganui,Alliance/Progressive,-0.032061435
1999,Mt Maunganui,Conservative,0.019678834
1999,Mt Maunganui,Green,0.002896024
1999,Mt Maunganui,Labour,-0.047551988
1999,Mt Maunganui,National,0.011498182
1999,Mt Maunganui,NZ First,0.067556451
1999,Mt Maunganui,Other,-0.009935718
1999,Mt Maunganui,United,-0.001006415
1999,Mt Roskill,ACT,-0.005868066
1999,Mt Roskill,Alliance/Progressive,-0.012856975
1999,Mt Roskill,Conservative,0.010384263
1999,Mt Roskill,Green,-0.014998576
1999,Mt Roskill,Labour,0.075281629
1999,Mt Roskill,National,-0.031270461
1999,Mt Roskill,NZ First,-0.01113257
1999,Mt Roskill,Other,-0.010833258
1999,Mt Roskill,United,0.001294015
1999,Napier,ACT,-0.007055524
1999,Napier,Alliance/Progressive,0.025763509
1999,Napier,Conservative,-0.003109436
1999,Napier,Green,-0.007489854
1999,Napier,Labour,0.041566686
1999,Napier,National,-0.02611527
1999,Napier,NZ First,-0.014427009
1999,Napier,Other,-0.006827717
1999,Napier,United,-0.002305385
1999,Nelson,ACT,-0.015751861
1999,Nelson,Alliance/Progressive,0.012169673
1999,Nelson,Conservative,0.016699658
1999,Nelson,Green,0.030826001
1999,Nelson,Labour,0.026604726
1999,Nelson,National,-0.042192498
1999,Nelson,NZ First,-0.021626388
1999,Nelson,Other,-0.005324495
1999,Nelson,United,-0.001404815
1999,New Plymouth,ACT,-0.012873756
1999,New Plymouth,Alliance/Progressive,-0.003464294
1999,New Plymouth,Conservative,0.004880313
1999,New Plymouth,Green,0.001796134
1999,New Plymouth,Labour,0.019041353
1999,New Plymouth,National,-0.002800388
1999,New Plymouth,NZ First,-0.00363643
1999,New Plymouth,Other,-0.001436568
1999,New Plymouth,United,-0.001506365
1999,North Shore,ACT,0.07276044
1999,North Shore,Alliance/Progressive,-0.030647773
1999,North Shore,Conservative,-0.008310476
1999,North Shore,Green,-0.001788714
1999,North Shore,Labour,-0.09866136
1999,North Shore,National,0.091008154
1999,North Shore,NZ First,-0.009426009
1999,North Shore,Other,-0.017029757
1999,North Shore,United,0.002095495
1999,Northcote,ACT,0.033511278
1999,Northcote,Alliance/Progressive,-0.002371832
1999,Northcote,Conservative,-0.006521356
1999,Northcote,Green,-0.005207754
1999,Northcote,Labour,-0.026589797
1999,Northcote,National,0.028963332
1999,Northcote,NZ First,-0.010438929
1999,Northcote,Other,-0.012337697
1999,Northcote,United,0.000992755
1999,Northland,ACT,0.018040715
1999,Northland,Alliance/Progressive,-0.009850294
1999,Northland,Conservative,0.008488573
1999,Northland,Green,0.025909125
1999,Northland,Labour,-0.075787578
1999,Northland,National,0.001959942
1999,Northland,NZ First,0.037675421
1999,Northland,Other,-0.005030308
1999,Northland,United,-0.001405595
1999,Ōtāhuhu,ACT,-0.040970946
1999,Ōtāhuhu,Alliance/Progressive,-0.009563684
1999,Ōtāhuhu,Conservative,-0.012717927
1999,Ōtāhuhu,Green,-0.026801006
1999,Ōtāhuhu,Labour,0.250218235
1999,Ōtāhuhu,National,-0.15108556
1999,Ōtāhuhu,NZ First,-0.01173562
1999,Ōtāhuhu,Other,0.004562832
1999,Ōtāhuhu,United,-0.001906325
1999,Pakuranga,ACT,0.058819075
1999,Pakuranga,Alliance/Progressive,-0.028261815
1999,Pakuranga,Conservative,-0.003618837
1999,Pakuranga,Green,-0.016901996
1999,Pakuranga,Labour,-0.097047039
1999,Pakuranga,National,0.103089023
1999,Pakuranga,NZ First,-0.00403639
1999,Pakuranga,Other,-0.013535358
1999,Pakuranga,United,0.001493335
1999,Palmerston North,ACT,-0.013068066
1999,Palmerston North,Alliance/Progressive,0.028643025
1999,Palmerston North,Conservative,0.014884263
1999,Palmerston North,Green,-0.003498576
1999,Palmerston North,Labour,0.004881629
1999,Palmerston North,National,-0.016170461
1999,Palmerston North,NZ First,-0.00993257
1999,Palmerston North,Other,-0.004833258
1999,Palmerston North,United,-0.000905985
1999,Papakura,ACT,0.034821475
1999,Papakura,Alliance/Progressive,-0.015863054
1999,Papakura,Conservative,-0.000419157
1999,Papakura,Green,-0.010002686
1999,Papakura,Labour,-0.075949148
1999,Papakura,National,0.062893042
1999,Papakura,NZ First,0.00696251
1999,Papakura,Other,-0.003236388
1999,Papakura,United,0.000793405
1999,Port Waikato,ACT,0.037442655
1999,Port Waikato,Alliance/Progressive,-0.017251034
1999,Port Waikato,Conservative,-0.005312807
1999,Port Waikato,Green,-0.003893856
1999,Port Waikato,Labour,-0.119291929
1999,Port Waikato,National,0.095869333
1999,Port Waikato,NZ First,0.013773031
1999,Port Waikato,Other,-0.002830088
1999,Port Waikato,United,0.001494695
1999,Rangitata,ACT,-0.019257964
1999,Rangitata,Alliance/Progressive,0.006559668
1999,Rangitata,Conservative,-0.004709756
1999,Rangitata,Green,-0.013190995
1999,Rangitata,Labour,0.003559084
1999,Rangitata,National,0.042598472
1999,Rangitata,NZ First,-0.016227369
1999,Rangitata,Other,0.001874023
1999,Rangitata,United,-0.001205165
1999,Rangitīkei,ACT,-0.011768066
1999,Rangitīkei,Alliance/Progressive,0.018743025
1999,Rangitīkei,Conservative,0.008984263
1999,Rangitīkei,Green,-0.013598576
1999,Rangitīkei,Labour,-0.008918371
1999,Rangitīkei,National,0.001929539
1999,Rangitīkei,NZ First,0.00406743
1999,Rangitīkei,Other,-0.001133258
1999,Rangitīkei,United,0.001694015
1999,Remutaka,ACT,-0.016562746
1999,Remutaka,Alliance/Progressive,0.007351426
1999,Remutaka,Conservative,0.006488373
1999,Remutaka,Green,-0.011194586
1999,Remutaka,Labour,0.046224623
1999,Remutaka,National,-0.015641818
1999,Remutaka,NZ First,-0.01392974
1999,Remutaka,Other,-0.003730178
1999,Remutaka,United,0.000994645
1999,Rotorua,ACT,-0.005680884
1999,Rotorua,Alliance/Progressive,-0.013869533
1999,Rotorua,Conservative,0.011974945
1999,Rotorua,Green,0.003490506
1999,Rotorua,Labour,-0.039087298
1999,Rotorua,National,0.028863352
1999,Rotorua,NZ First,0.019355112
1999,Rotorua,Other,-0.005139137
1999,Rotorua,United,9.29352E-05
1999,Selwyn,ACT,0.011340045
1999,Selwyn,Alliance/Progressive,-0.016850994
1999,Selwyn,Conservative,0.000587783
1999,Selwyn,Green,-0.009894456
1999,Selwyn,Labour,-0.132693269
1999,Selwyn,National,0.166376383
1999,Selwyn,NZ First,-0.01262961
1999,Selwyn,Other,-0.004908537
1999,Selwyn,United,0.000594605
1999,Southland,ACT,0.014031934
1999,Southland,Alliance/Progressive,-0.017156975
1999,Southland,Conservative,0.005684263
1999,Southland,Green,-0.004498576
1999,Southland,Labour,-0.098818371
1999,Southland,National,0.110429539
1999,Southland,NZ First,-0.01473257
1999,Southland,Other,0.005366742
1999,Southland,United,-0.000305985
1999,Taieri,ACT,-0.032664356
1999,Taieri,Alliance/Progressive,0.031253816
1999,Taieri,Conservative,-0.006912967
1999,Taieri,Green,-0.016195086
1999,Taieri,Labour,0.100230023
1999,Taieri,National,-0.058446099
1999,Taieri,NZ First,-0.0195303
1999,Taieri,Other,0.003970592
1999,Taieri,United,-0.001705625
1999,Takanini,ACT,0.004324525
1999,Takanini,Alliance/Progressive,-0.021162525
1999,Takanini,Conservative,-0.001019097
1999,Takanini,Green,-0.019301756
1999,Takanini,Labour,0.031740083
1999,Takanini,National,0.019697362
1999,Takanini,NZ First,-0.00743605
1999,Takanini,Other,-0.005536158
1999,Takanini,United,-0.001306385
1999,Tāmaki,ACT,0.089731934
1999,Tāmaki,Alliance/Progressive,-0.039656975
1999,Tāmaki,Conservative,-0.015715737
1999,Tāmaki,Green,-0.012498576
1999,Tāmaki,Labour,-0.098518371
1999,Tāmaki,National,0.106329539
1999,Tāmaki,NZ First,-0.01313257
1999,Tāmaki,Other,-0.017233258
1999,Tāmaki,United,0.000694015
1999,Tāmaki Makaurau,ACT,-0.062068066
1999,Tāmaki Makaurau,Alliance/Progressive,-0.009356975
1999,Tāmaki Makaurau,Conservative,-0.019715737
1999,Tāmaki Makaurau,Green,0.003201424
1999,Tāmaki Makaurau,Labour,0.172381629
1999,Tāmaki Makaurau,National,-0.244870461
1999,Tāmaki Makaurau,NZ First,0.08286743
1999,Tāmaki Makaurau,Other,0.082166742
1999,Tāmaki Makaurau,United,-0.004605985
1999,Taranaki-King Country,ACT,0.020941005
1999,Taranaki-King Country,Alliance/Progressive,-0.001349444
1999,Taranaki-King Country,Conservative,0.006088333
1999,Taranaki-King Country,Green,-0.006694136
1999,Taranaki-King Country,Labour,-0.114691469
1999,Taranaki-King Country,National,0.088768623
1999,Taranaki-King Country,NZ First,0.012072861
1999,Taranaki-King Country,Other,-0.005230328
1999,Taranaki-King Country,United,9.4555E-05
1999,Taupō,ACT,0.006131934
1999,Taupō,Alliance/Progressive,-0.016256975
1999,Taupō,Conservative,-0.005715737
1999,Taupō,Green,-0.006098576
1999,Taupō,Labour,-0.012518371
1999,Taupō,National,0.036429539
1999,Taupō,NZ First,0.00676743
1999,Taupō,Other,-0.006933258
1999,Taupō,United,-0.001805985
1999,Tauranga,ACT,-0.006568066
1999,Tauranga,Alliance/Progressive,-0.031456975
1999,Tauranga,Conservative,0.031084263
1999,Tauranga,Green,-0.003498576
1999,Tauranga,Labour,-0.059518371
1999,Tauranga,National,-0.005170461
1999,Tauranga,NZ First,0.08596743
1999,Tauranga,Other,-0.010733258
1999,Tauranga,United,-0.000105985
1999,Te Tai Hauāuru,ACT,-0.063669286
1999,Te Tai Hauāuru,Alliance/Progressive,-0.009570392
1999,Te Tai Hauāuru,Conservative,-0.013319996
1999,Te Tai Hauāuru,Green,-0.010206754
1999,Te Tai Hauāuru,Labour,0.175569771
1999,Te Tai Hauāuru,National,-0.255179839
1999,Te Tai Hauāuru,NZ First,0.070044974
1999,Te Tai Hauāuru,Other,0.111037628
1999,Te Tai Hauāuru,United,-0.004706105
1999,Te Tai Tokerau,ACT,-0.059767066
1999,Te Tai Tokerau,Alliance/Progressive,-0.012250534
1999,Te Tai Tokerau,Conservative,-0.012813557
1999,Te Tai Tokerau,Green,0.005907125
1999,Te Tai Tokerau,Labour,0.109030904
1999,Te Tai Tokerau,National,-0.237664021
1999,Te Tai Tokerau,NZ First,0.117883442
1999,Te Tai Tokerau,Other,0.095776021
1999,Te Tai Tokerau,United,-0.004705925
1999,Te Tai Tonga,ACT,-0.058166906
1999,Te Tai Tonga,Alliance/Progressive,0.002650956
1999,Te Tai Tonga,Conservative,-0.011213397
1999,Te Tai Tonga,Green,0.016408175
1999,Te Tai Tonga,Labour,0.135233524
1999,Te Tai Tonga,National,-0.21206146
1999,Te Tai Tonga,NZ First,0.068578511
1999,Te Tai Tonga,Other,0.062816485
1999,Te Tai Tonga,United,-0.004105865
1999,Tukituki,ACT,-0.002268066
1999,Tukituki,Alliance/Progressive,-0.007456975
1999,Tukituki,Conservative,0.011884263
1999,Tukituki,Green,-0.003898576
1999,Tukituki,Labour,0.027181629
1999,Tukituki,National,-0.005770461
1999,Tukituki,NZ First,-0.01323257
1999,Tukituki,Other,-0.004233258
1999,Tukituki,United,-0.002205985
1999,Upper Harbour,ACT,0.046608659
1999,Upper Harbour,Alliance/Progressive,-0.021368033
1999,Upper Harbour,Conservative,-0.007721116
1999,Upper Harbour,Green,-0.013206155
1999,Upper Harbour,Labour,-0.0890773
1999,Upper Harbour,National,0.109447235
1999,Upper Harbour,NZ First,-0.010738869
1999,Upper Harbour,Other,-0.014237317
1999,Upper Harbour,United,0.000292895
1999,Waiariki,ACT,-0.065168066
1999,Waiariki,Alliance/Progressive,-0.019056975
1999,Waiariki,Conservative,-0.013815737
1999,Waiariki,Green,-0.014998576
1999,Waiariki,Labour,0.143681629
1999,Waiariki,National,-0.257570461
1999,Waiariki,NZ First,0.11486743
1999,Waiariki,Other,0.116966742
1999,Waiariki,United,-0.004905985
1999,Waikato,ACT,0.025931934
1999,Waikato,Alliance/Progressive,-0.008256975
1999,Waikato,Conservative,0.005584263
1999,Waikato,Green,-0.009298576
1999,Waikato,Labour,-0.093218371
1999,Waikato,National,0.069729539
1999,Waikato,NZ First,0.01316743
1999,Waikato,Other,-0.002433258
1999,Waikato,United,-0.001205985
1999,Waimakariri,ACT,-0.018968066
1999,Waimakariri,Alliance/Progressive,0.005643025
1999,Waimakariri,Conservative,0.003784263
1999,Waimakariri,Green,-0.010698576
1999,Waimakariri,Labour,-0.015818371
1999,Waimakariri,National,0.045729539
1999,Waimakariri,NZ First,-0.00813257
1999,Waimakariri,Other,0.001455496
1999,Waimakariri,United,-0.000505985
1999,Wairarapa,ACT,0.001031934
1999,Wairarapa,Alliance/Progressive,0.018543025
1999,Wairarapa,Conservative,0.000984263
1999,Wairarapa,Green,-0.006798576
1999,Wairarapa,Labour,-0.021018371
1999,Wairarapa,National,0.009729539
1999,Wairarapa,NZ First,-0.00013257
1999,Wairarapa,Other,-0.001733258
1999,Wairarapa,United,-0.000605985
1999,Waitākere,ACT,0.010631934
1999,Waitākere,Alliance/Progressive,0.001443025
1999,Waitākere,Conservative,-0.004015737
1999,Waitākere,Green,0.020601424
1999,Waitākere,Labour,0.027481629
1999,Waitākere,National,-0.031170461
1999,Waitākere,NZ First,-0.01453257
1999,Waitākere,Other,-0.009033258
1999,Waitākere,United,-0.001405985
1999,Waitaki,ACT,-0.007268066
1999,Waitaki,Alliance/Progressive,0.002543025
1999,Waitaki,Conservative,-0.000515737
1999,Waitaki,Green,-0.004698576
1999,Waitaki,Labour,0.006181629
1999,Waitaki,National,0.020729539
1999,Waitaki,NZ First,-0.01703257
1999,Waitaki,Other,0.001766742
1999,Waitaki,United,-0.001705985
1999,Wellington Bays,ACT,-0.010756264
1999,Wellington Bays,Alliance/Progressive,0.004359228
